V1,V2,V3
-157.6,2.113414634,-2124
-157.5825,2.113414634,-2189
-157.565,2.113414634,-2026
-157.5475,2.113414634,-1436
-157.53,2.113414634,-748
-157.5125,2.113414634,-355
-157.495,2.113414634,-178
-157.4775,2.113414634,-140
-157.46,2.113414634,-166
-157.4425,2.113414634,-225
-157.425,2.113414634,-330
-157.4075,2.113414634,-524
-157.39,2.113414634,-773
-157.3725,2.113414634,-1048
-157.355,2.113414634,-1338
-157.3375,2.113414634,-1616
-157.32,2.113414634,-1876
-157.3025,2.113414634,-2069
-157.285,2.113414634,-2203
-157.2675,2.113414634,-2291
-157.25,2.113414634,-2373
-157.2325,2.113414634,-2509
-157.215,2.113414634,-2693
-157.1975,2.113414634,-2911
-157.18,2.113414634,-3140
-157.1625,2.113414634,-3355
-157.145,2.113414634,-3560
-157.1275,2.113414634,-3749
-157.11,2.113414634,-3912
-157.0925,2.113414634,-4033
-157.075,2.113414634,-4110
-157.0575,2.113414634,-4139
-157.04,2.113414634,-4137
-157.0225,2.113414634,-4116
-157.005,2.113414634,-4094
-156.9875,2.113414634,-4085
-156.97,2.113414634,-4094
-156.9525,2.113414634,-4121
-156.935,2.113414634,-4161
-156.9175,2.113414634,-4207
-156.9,2.113414634,-4253
-157.6,2.09563008116667,-2114
-157.5825,2.09563008116667,-2141
-157.565,2.09563008116667,-1968
-157.5475,2.09563008116667,-1358
-157.53,2.09563008116667,-615
-157.5125,2.09563008116667,-240
-157.495,2.09563008116667,-3
-157.4775,2.09563008116667,31
-157.46,2.09563008116667,-4
-157.4425,2.09563008116667,-35
-157.425,2.09563008116667,-81
-157.4075,2.09563008116667,-245
-157.39,2.09563008116667,-438
-157.3725,2.09563008116667,-656
-157.355,2.09563008116667,-918
-157.3375,2.09563008116667,-1199
-157.32,2.09563008116667,-1550
-157.3025,2.09563008116667,-1813
-157.285,2.09563008116667,-2027
-157.2675,2.09563008116667,-2130
-157.25,2.09563008116667,-2175
-157.2325,2.09563008116667,-2301
-157.215,2.09563008116667,-2470
-157.1975,2.09563008116667,-2710
-157.18,2.09563008116667,-2963
-157.1625,2.09563008116667,-3183
-157.145,2.09563008116667,-3391
-157.1275,2.09563008116667,-3584
-157.11,2.09563008116667,-3751
-157.0925,2.09563008116667,-3870
-157.075,2.09563008116667,-3948
-157.0575,2.09563008116667,-3970
-157.04,2.09563008116667,-3965
-157.0225,2.09563008116667,-3940
-157.005,2.09563008116667,-3917
-156.9875,2.09563008116667,-3912
-156.97,2.09563008116667,-3928
