V1,V2,V3
172.89,1.4,-541
172.911333333333,1.4,-321
172.932666666667,1.4,-13
172.954,1.4,-1
172.975333333333,1.4,-11
172.996666666667,1.4,-1
173.018,1.4,-3
173.039333333333,1.4,-1
173.060666666667,1.4,-1
173.082,1.4,-37
173.103333333333,1.4,111
173.124666666667,1.4,-42
173.146,1.4,3
173.167333333333,1.4,1
173.188666666667,1.4,-489
173.21,1.4,-930
172.89,1.375,-722
172.911333333333,1.375,-330
172.932666666667,1.375,1
172.954,1.375,-1
172.975333333333,1.375,-1
172.996666666667,1.375,-1
173.018,1.375,-1
173.039333333333,1.375,-1
173.060666666667,1.375,-1
173.082,1.375,2
173.103333333333,1.375,1
173.124666666667,1.375,2
173.146,1.375,2
173.167333333333,1.375,5
173.188666666667,1.375,-834
173.21,1.375,-1344
172.89,1.35,-1088
172.911333333333,1.35,-577
172.932666666667,1.35,4
172.954,1.35,-1
172.975333333333,1.35,-47
172.996666666667,1.35,-1
173.018,1.35,-50
173.039333333333,1.35,2
173.060666666667,1.35,1
173.082,1.35,-1581
173.103333333333,1.35,-1660
173.124666666667,1.35,-1952
173.146,1.35,-1595
173.167333333333,1.35,-1405
173.188666666667,1.35,-1692
173.21,1.35,-1829
172.89,1.325,-1627
172.911333333333,1.325,-1272
172.932666666667,1.325,-968
172.954,1.325,-530
172.975333333333,1.325,3
172.996666666667,1.325,1
173.018,1.325,2
173.039333333333,1.325,2
173.060666666667,1.325,-1396
173.082,1.325,-2192
173.103333333333,1.325,-2525
173.124666666667,1.325,-2622
173.146,1.325,-2502
173.167333333333,1.325,-2224
173.188666666667,1.325,-2153
173.21,1.325,-2183
172.89,1.3,-2269
172.911333333333,1.3,-2079
172.932666666667,1.3,-1875
172.954,1.3,-1365
172.975333333333,1.3,-1206
172.996666666667,1.3,-811
173.018,1.3,-1028
173.039333333333,1.3,-1231
173.060666666667,1.3,-2429
173.082,1.3,-2654
173.103333333333,1.3,-2824
173.124666666667,1.3,-2800
173.146,1.3,-2816
173.167333333333,1.3,-2571
173.188666666667,1.3,-2427
173.21,1.3,-2435
