V1,V2,V3
172.85,1.4,-1336
172.876666666667,1.4,-859
172.903333333333,1.4,-321
172.93,1.4,-13
172.956666666667,1.4,-1
172.983333333333,1.4,-11
173.01,1.4,-3
173.036666666667,1.4,-1
173.063333333333,1.4,-1
173.09,1.4,-37
173.116666666667,1.4,-42
173.143333333333,1.4,3
173.17,1.4,1
173.196666666667,1.4,-489
173.223333333333,1.4,-1304
173.25,1.4,-1650
172.85,1.36666666666667,-1363
172.876666666667,1.36666666666667,-1059
172.903333333333,1.36666666666667,-330
172.93,1.36666666666667,1
172.956666666667,1.36666666666667,-1
172.983333333333,1.36666666666667,-1
173.01,1.36666666666667,-1
173.036666666667,1.36666666666667,-1
173.063333333333,1.36666666666667,-1
173.09,1.36666666666667,2
173.116666666667,1.36666666666667,2
173.143333333333,1.36666666666667,2
173.17,1.36666666666667,5
173.196666666667,1.36666666666667,-834
173.223333333333,1.36666666666667,-1642
173.25,1.36666666666667,-1883
172.85,1.33333333333333,-1872
172.876666666667,1.33333333333333,-1847
172.903333333333,1.33333333333333,-1272
172.93,1.33333333333333,-968
172.956666666667,1.33333333333333,-530
172.983333333333,1.33333333333333,3
173.01,1.33333333333333,2
173.036666666667,1.33333333333333,2
173.063333333333,1.33333333333333,-1396
173.09,1.33333333333333,-2192
173.116666666667,1.33333333333333,-2622
173.143333333333,1.33333333333333,-2502
173.17,1.33333333333333,-2224
173.196666666667,1.33333333333333,-2153
173.223333333333,1.33333333333333,-2300
173.25,1.33333333333333,-2449
172.85,1.3,-2359
172.876666666667,1.3,-2418
172.903333333333,1.3,-2079
172.93,1.3,-1875
172.956666666667,1.3,-1365
172.983333333333,1.3,-1206
173.01,1.3,-1028
173.036666666667,1.3,-1231
173.063333333333,1.3,-2429
173.09,1.3,-2654
173.116666666667,1.3,-2800
173.143333333333,1.3,-2816
173.17,1.3,-2571
173.196666666667,1.3,-2427
173.223333333333,1.3,-2524
173.25,1.3,-2653
