V1,V2,V3
174.6,-1.1,-648
174.619230769231,-1.1,-344
174.638461538462,-1.1,-215
174.657692307692,-1.1,-29
174.676923076923,-1.1,4
174.696153846154,-1.1,-46
174.715384615385,-1.1,-178
174.734615384615,-1.1,-513
174.753846153846,-1.1,-934
174.773076923077,-1.1,-1906
174.792307692308,-1.1,-2340
174.811538461538,-1.1,-2728
174.830769230769,-1.1,-3054
174.85,-1.1,-3315
174.869230769231,-1.1,-3489
174.888461538462,-1.1,-3600
174.907692307692,-1.1,-3685
174.926923076923,-1.1,-3740
174.946153846154,-1.1,-3840
174.965384615385,-1.1,-3910
174.984615384615,-1.1,-3994
175.003846153846,-1.1,-4085
175.023076923077,-1.1,-4179
175.042307692308,-1.1,-4272
175.061538461538,-1.1,-4360
175.080769230769,-1.1,-4435
175.1,-1.1,-4493
174.6,-1.11923076923077,-804
174.619230769231,-1.11923076923077,-348
174.638461538462,-1.11923076923077,-77
174.657692307692,-1.11923076923077,4
174.676923076923,-1.11923076923077,-16
174.696153846154,-1.11923076923077,1
174.715384615385,-1.11923076923077,-51
174.734615384615,-1.11923076923077,-212
174.753846153846,-1.11923076923077,-493
174.773076923077,-1.11923076923077,-1387
174.792307692308,-1.11923076923077,-1858
174.811538461538,-1.11923076923077,-2298
174.830769230769,-1.11923076923077,-2698
174.85,-1.11923076923077,-3055
174.869230769231,-1.11923076923077,-3363
174.888461538462,-1.11923076923077,-3590
174.907692307692,-1.11923076923077,-3704
174.926923076923,-1.11923076923077,-3748
174.946153846154,-1.11923076923077,-3796
174.965384615385,-1.11923076923077,-3854
174.984615384615,-1.11923076923077,-3933
175.003846153846,-1.11923076923077,-4024
175.023076923077,-1.11923076923077,-4120
175.042307692308,-1.11923076923077,-4217
175.061538461538,-1.11923076923077,-4309
175.080769230769,-1.11923076923077,-4386
175.1,-1.11923076923077,-4444
174.6,-1.13846153846154,-1087
174.619230769231,-1.13846153846154,-517
174.638461538462,-1.13846153846154,-36
174.657692307692,-1.13846153846154,39
174.676923076923,-1.13846153846154,-4
174.696153846154,-1.13846153846154,-6
174.715384615385,-1.13846153846154,-28
174.734615384615,-1.13846153846154,-58
174.753846153846,-1.13846153846154,-158
174.773076923077,-1.13846153846154,-919
174.792307692308,-1.13846153846154,-1378
174.811538461538,-1.13846153846154,-1843
174.830769230769,-1.13846153846154,-2296
174.85,-1.13846153846154,-2734
174.869230769231,-1.13846153846154,-3175
174.888461538462,-1.13846153846154,-3542
174.907692307692,-1.13846153846154,-3687
174.926923076923,-1.13846153846154,-3742
174.946153846154,-1.13846153846154,-3755
174.965384615385,-1.13846153846154,-3808
174.984615384615,-1.13846153846154,-3885
175.003846153846,-1.13846153846154,-3973
175.023076923077,-1.13846153846154,-4067
175.042307692308,-1.13846153846154,-4168
175.061538461538,-1.13846153846154,-4262
175.080769230769,-1.13846153846154,-4343
175.1,-1.13846153846154,-4402
174.6,-1.15769230769231,-1688
174.619230769231,-1.15769230769231,-975
174.638461538462,-1.15769230769231,-361
174.657692307692,-1.15769230769231,-43
174.676923076923,-1.15769230769231,-12
174.696153846154,-1.15769230769231,-1
174.715384615385,-1.15769230769231,5
174.734615384615,-1.15769230769231,-28
174.753846153846,-1.15769230769231,-54
174.773076923077,-1.15769230769231,-536
174.792307692308,-1.15769230769231,-934
174.811538461538,-1.15769230769231,-1388
174.830769230769,-1.15769230769231,-1870
174.85,-1.15769230769231,-2379
174.869230769231,-1.15769230769231,-2895
174.888461538462,-1.15769230769231,-3328
174.907692307692,-1.15769230769231,-3587
174.926923076923,-1.15769230769231,-3704
174.946153846154,-1.15769230769231,-3740
174.965384615385,-1.15769230769231,-3782
174.984615384615,-1.15769230769231,-3852
175.003846153846,-1.15769230769231,-3936
175.023076923077,-1.15769230769231,-4029
175.042307692308,-1.15769230769231,-4129
175.061538461538,-1.15769230769231,-4225
175.080769230769,-1.15769230769231,-4309
175.1,-1.15769230769231,-4371
174.6,-1.17692307692308,-2341
174.619230769231,-1.17692307692308,-1479
174.638461538462,-1.17692307692308,-725
174.657692307692,-1.17692307692308,-227
174.676923076923,-1.17692307692308,-8
174.696153846154,-1.17692307692308,-23
174.715384615385,-1.17692307692308,-3
174.734615384615,-1.17692307692308,5
174.753846153846,-1.17692307692308,-1
174.773076923077,-1.17692307692308,-250
174.792307692308,-1.17692307692308,-549
174.811538461538,-1.17692307692308,-953
174.830769230769,-1.17692307692308,-1423
174.85,-1.17692307692308,-1971
174.869230769231,-1.17692307692308,-2560
174.888461538462,-1.17692307692308,-3083
174.907692307692,-1.17692307692308,-3443
174.926923076923,-1.17692307692308,-3646
174.946153846154,-1.17692307692308,-3725
174.965384615385,-1.17692307692308,-3773
174.984615384615,-1.17692307692308,-3834
175.003846153846,-1.17692307692308,-3911
175.023076923077,-1.17692307692308,-4000
175.042307692308,-1.17692307692308,-4102
175.061538461538,-1.17692307692308,-4201
175.080769230769,-1.17692307692308,-4292
175.1,-1.17692307692308,-4359
174.6,-1.19615384615385,-2561
174.619230769231,-1.19615384615385,-1788
174.638461538462,-1.19615384615385,-1013
174.657692307692,-1.19615384615385,-439
174.676923076923,-1.19615384615385,-117
174.696153846154,-1.19615384615385,-32
174.715384615385,-1.19615384615385,-22
174.734615384615,-1.19615384615385,1
174.753846153846,-1.19615384615385,1
174.773076923077,-1.19615384615385,-73
174.792307692308,-1.19615384615385,-237
174.811538461538,-1.19615384615385,-525
174.830769230769,-1.19615384615385,-980
174.85,-1.19615384615385,-1558
174.869230769231,-1.19615384615385,-2210
174.888461538462,-1.19615384615385,-2815
174.907692307692,-1.19615384615385,-3274
174.926923076923,-1.19615384615385,-3566
174.946153846154,-1.19615384615385,-3755
174.965384615385,-1.19615384615385,-3784
174.984615384615,-1.19615384615385,-3823
175.003846153846,-1.19615384615385,-3891
175.023076923077,-1.19615384615385,-3982
175.042307692308,-1.19615384615385,-4086
175.061538461538,-1.19615384615385,-4191
175.080769230769,-1.19615384615385,-4289
175.1,-1.19615384615385,-4367
174.6,-1.21538461538462,-2728
174.619230769231,-1.21538461538462,-2024
174.638461538462,-1.21538461538462,-1263
174.657692307692,-1.21538461538462,-681
174.676923076923,-1.21538461538462,-255
174.696153846154,-1.21538461538462,-98
174.715384615385,-1.21538461538462,-56
174.734615384615,-1.21538461538462,-8
174.753846153846,-1.21538461538462,-5
174.773076923077,-1.21538461538462,1
174.792307692308,-1.21538461538462,-38
174.811538461538,-1.21538461538462,-179
174.830769230769,-1.21538461538462,-610
174.85,-1.21538461538462,-1172
174.869230769231,-1.21538461538462,-1875
174.888461538462,-1.21538461538462,-2552
174.907692307692,-1.21538461538462,-3079
174.926923076923,-1.21538461538462,-3459
174.946153846154,-1.21538461538462,-3755
174.965384615385,-1.21538461538462,-3784
174.984615384615,-1.21538461538462,-3804
175.003846153846,-1.21538461538462,-3868
175.023076923077,-1.21538461538462,-3960
175.042307692308,-1.21538461538462,-4065
175.061538461538,-1.21538461538462,-4180
175.080769230769,-1.21538461538462,-4292
175.1,-1.21538461538462,-4385
174.6,-1.23461538461538,-2919
174.619230769231,-1.23461538461538,-2328
174.638461538462,-1.23461538461538,-1674
174.657692307692,-1.23461538461538,-1015
174.676923076923,-1.23461538461538,-489
174.696153846154,-1.23461538461538,-220
174.715384615385,-1.23461538461538,-104
174.734615384615,-1.23461538461538,-23
174.753846153846,-1.23461538461538,-5
174.773076923077,-1.23461538461538,-8
174.792307692308,-1.23461538461538,18
174.811538461538,-1.23461538461538,-76
174.830769230769,-1.23461538461538,-396
174.85,-1.23461538461538,-911
174.869230769231,-1.23461538461538,-1563
174.888461538462,-1.23461538461538,-2240
174.907692307692,-1.23461538461538,-2823
174.926923076923,-1.23461538461538,-3267
174.946153846154,-1.23461538461538,-3688
174.965384615385,-1.23461538461538,-3755
174.984615384615,-1.23461538461538,-3789
175.003846153846,-1.23461538461538,-3840
175.023076923077,-1.23461538461538,-3916
175.042307692308,-1.23461538461538,-4025
175.061538461538,-1.23461538461538,-4154
175.080769230769,-1.23461538461538,-4283
175.1,-1.23461538461538,-4394
174.6,-1.25384615384615,-3142
174.619230769231,-1.25384615384615,-2691
174.638461538462,-1.25384615384615,-2138
174.657692307692,-1.25384615384615,-1371
174.676923076923,-1.25384615384615,-690
174.696153846154,-1.25384615384615,-360
174.715384615385,-1.25384615384615,-207
174.734615384615,-1.25384615384615,-48
174.753846153846,-1.25384615384615,-8
174.773076923077,-1.25384615384615,-6
174.792307692308,-1.25384615384615,17
174.811538461538,-1.25384615384615,-36
174.830769230769,-1.25384615384615,-253
174.85,-1.25384615384615,-668
174.869230769231,-1.25384615384615,-1241
174.888461538462,-1.25384615384615,-1904
174.907692307692,-1.25384615384615,-2504
174.926923076923,-1.25384615384615,-3013
174.946153846154,-1.25384615384615,-3551
174.965384615385,-1.25384615384615,-3678
174.984615384615,-1.25384615384615,-3743
175.003846153846,-1.25384615384615,-3799
175.023076923077,-1.25384615384615,-3854
175.042307692308,-1.25384615384615,-3963
175.061538461538,-1.25384615384615,-4099
175.080769230769,-1.25384615384615,-4248
175.1,-1.25384615384615,-4388
174.6,-1.27307692307692,-3723
174.619230769231,-1.27307692307692,-3310
174.638461538462,-1.27307692307692,-2780
174.657692307692,-1.27307692307692,-1951
174.676923076923,-1.27307692307692,-1148
174.696153846154,-1.27307692307692,-642
174.715384615385,-1.27307692307692,-328
174.734615384615,-1.27307692307692,-135
174.753846153846,-1.27307692307692,-51
174.773076923077,-1.27307692307692,-6
174.792307692308,-1.27307692307692,0
174.811538461538,-1.27307692307692,-24
174.830769230769,-1.27307692307692,-27
174.85,-1.27307692307692,-129
174.869230769231,-1.27307692307692,-538
174.888461538462,-1.27307692307692,-1072
174.907692307692,-1.27307692307692,-1665
174.926923076923,-1.27307692307692,-2230
174.946153846154,-1.27307692307692,-3013
174.965384615385,-1.27307692307692,-3280
174.984615384615,-1.27307692307692,-3495
175.003846153846,-1.27307692307692,-3610
175.023076923077,-1.27307692307692,-3688
175.042307692308,-1.27307692307692,-3766
175.061538461538,-1.27307692307692,-3860
175.080769230769,-1.27307692307692,-4063
175.1,-1.27307692307692,-4263
174.6,-1.29230769230769,-3763
174.619230769231,-1.29230769230769,-3388
174.638461538462,-1.29230769230769,-2854
174.657692307692,-1.29230769230769,-2164
174.676923076923,-1.29230769230769,-1435
174.696153846154,-1.29230769230769,-816
174.715384615385,-1.29230769230769,-376
174.734615384615,-1.29230769230769,-161
174.753846153846,-1.29230769230769,-80
174.773076923077,-1.29230769230769,-5
174.792307692308,-1.29230769230769,2
174.811538461538,-1.29230769230769,-6
174.830769230769,-1.29230769230769,-13
174.85,-1.29230769230769,-63
174.869230769231,-1.29230769230769,-297
174.888461538462,-1.29230769230769,-696
174.907692307692,-1.29230769230769,-1210
174.926923076923,-1.29230769230769,-1737
174.946153846154,-1.29230769230769,-2555
174.965384615385,-1.29230769230769,-2865
174.984615384615,-1.29230769230769,-3132
175.003846153846,-1.29230769230769,-3348
175.023076923077,-1.29230769230769,-3513
175.042307692308,-1.29230769230769,-3615
175.061538461538,-1.29230769230769,-3732
175.080769230769,-1.29230769230769,-3926
175.1,-1.29230769230769,-4132
174.6,-1.31153846153846,-3738
174.619230769231,-1.31153846153846,-3419
174.638461538462,-1.31153846153846,-2939
174.657692307692,-1.31153846153846,-2393
174.676923076923,-1.31153846153846,-1739
174.696153846154,-1.31153846153846,-1038
174.715384615385,-1.31153846153846,-445
174.734615384615,-1.31153846153846,-207
174.753846153846,-1.31153846153846,-126
174.773076923077,-1.31153846153846,-24
174.792307692308,-1.31153846153846,-2
174.811538461538,-1.31153846153846,-4
174.830769230769,-1.31153846153846,-49
174.85,-1.31153846153846,-26
174.869230769231,-1.31153846153846,-128
174.888461538462,-1.31153846153846,-371
174.907692307692,-1.31153846153846,-775
