V1,V2,V3
-159.4,4.407142857,-3660
-159.382352941176,4.407142857,-3664
-159.364705882353,4.407142857,-3641
-159.347058823529,4.407142857,-3566
-159.329411764706,4.407142857,-3379
-159.311764705882,4.407142857,-3043
-159.294117647059,4.407142857,-2608
-159.276470588235,4.407142857,-2172
-159.258823529412,4.407142857,-1793
-159.241176470588,4.407142857,-1572
-159.223529411765,4.407142857,-1568
-159.205882352941,4.407142857,-1818
-159.188235294118,4.407142857,-2098
-159.170588235294,4.407142857,-2230
-159.152941176471,4.407142857,-2275
-159.135294117647,4.407142857,-2376
-159.117647058824,4.407142857,-2464
-159.1,4.407142857,-2493
-159.082352941176,4.407142857,-2468
-159.064705882353,4.407142857,-2431
-159.047058823529,4.407142857,-2394
-159.029411764706,4.407142857,-2400
-159.011764705882,4.407142857,-2539
-158.994117647059,4.407142857,-2873
-158.976470588235,4.407142857,-3259
-158.958823529412,4.407142857,-3510
-158.941176470588,4.407142857,-3664
-158.923529411765,4.407142857,-3750
-158.905882352941,4.407142857,-3828
-158.888235294118,4.407142857,-3934
-158.870588235294,4.407142857,-4028
-158.852941176471,4.407142857,-4071
-158.835294117647,4.407142857,-4081
-158.817647058824,4.407142857,-4082
-158.8,4.407142857,-4081
-159.4,4.38973214271875,-3636
-159.382352941176,4.38973214271875,-3645
-159.364705882353,4.38973214271875,-3637
-159.347058823529,4.38973214271875,-3603
-159.329411764706,4.38973214271875,-3457
-159.311764705882,4.38973214271875,-3109
-159.294117647059,4.38973214271875,-2621
-159.276470588235,4.38973214271875,-2168
-159.258823529412,4.38973214271875,-1728
-159.241176470588,4.38973214271875,-1477
-159.223529411765,4.38973214271875,-1428
-159.205882352941,4.38973214271875,-1707
-159.188235294118,4.38973214271875,-2027
-159.170588235294,4.38973214271875,-2369
-159.152941176471,4.38973214271875,-2598
-159.135294117647,4.38973214271875,-2699
-159.117647058824,4.38973214271875,-2787
-159.1,4.38973214271875,-2827
-159.082352941176,4.38973214271875,-2861
-159.064705882353,4.38973214271875,-2765
-159.047058823529,4.38973214271875,-2729
-159.029411764706,4.38973214271875,-2789
-159.011764705882,4.38973214271875,-3024
-158.994117647059,4.38973214271875,-3358
-158.976470588235,4.38973214271875,-3763
-158.958823529412,4.38973214271875,-3901
-158.941176470588,4.38973214271875,-3999
-158.923529411765,4.38973214271875,-3964
-158.905882352941,4.38973214271875,-3963
-158.888235294118,4.38973214271875,-3985
-158.870588235294,4.38973214271875,-4031
-158.852941176471,4.38973214271875,-4059
-158.835294117647,4.38973214271875,-4075
-158.817647058824,4.38973214271875,-4078
-158.8,4.38973214271875,-4077
-159.4,4.3723214284375,-3628
