V1,V2,V3
174.6,-1.067647059,-468
174.61875,-1.067647059,-395
174.6375,-1.067647059,-445
174.65625,-1.067647059,-352
174.675,-1.067647059,-325
174.69375,-1.067647059,-622
174.7125,-1.067647059,-1064
174.73125,-1.067647059,-1525
174.75,-1.067647059,-2005
174.76875,-1.067647059,-2452
174.7875,-1.067647059,-2849
174.80625,-1.067647059,-3158
174.825,-1.067647059,-3398
174.84375,-1.067647059,-3567
174.8625,-1.067647059,-3667
174.88125,-1.067647059,-3661
174.9,-1.067647059,-3640
174.6,-1.086554622,-581
174.61875,-1.086554622,-366
174.6375,-1.086554622,-278
174.65625,-1.086554622,-150
174.675,-1.086554622,-108
174.69375,-1.086554622,-259
174.7125,-1.086554622,-558
174.73125,-1.086554622,-975
174.75,-1.086554622,-1452
174.76875,-1.086554622,-1938
174.7875,-1.086554622,-2393
174.80625,-1.086554622,-2779
174.825,-1.086554622,-3098
174.84375,-1.086554622,-3345
174.8625,-1.086554622,-3510
174.88125,-1.086554622,-3583
174.9,-1.086554622,-3619
174.6,-1.105462185,-648
174.61875,-1.105462185,-344
174.6375,-1.105462185,-215
174.65625,-1.105462185,-29
174.675,-1.105462185,4
174.69375,-1.105462185,-46
174.7125,-1.105462185,-178
174.73125,-1.105462185,-513
174.75,-1.105462185,-934
174.76875,-1.105462185,-1412
174.7875,-1.105462185,-1906
174.80625,-1.105462185,-2340
174.825,-1.105462185,-2728
174.84375,-1.105462185,-3054
174.8625,-1.105462185,-3315
174.88125,-1.105462185,-3489
174.9,-1.105462185,-3600
174.6,-1.124369748,-804
174.61875,-1.124369748,-348
174.6375,-1.124369748,-77
174.65625,-1.124369748,4
174.675,-1.124369748,-16
174.69375,-1.124369748,1
174.7125,-1.124369748,-51
174.73125,-1.124369748,-212
174.75,-1.124369748,-493
174.76875,-1.124369748,-909
174.7875,-1.124369748,-1387
174.80625,-1.124369748,-1858
174.825,-1.124369748,-2298
174.84375,-1.124369748,-2698
174.8625,-1.124369748,-3055
174.88125,-1.124369748,-3363
174.9,-1.124369748,-3590
174.6,-1.143277311,-1087
174.61875,-1.143277311,-517
174.6375,-1.143277311,-36
174.65625,-1.143277311,39
174.675,-1.143277311,-4
174.69375,-1.143277311,-6
174.7125,-1.143277311,-28
174.73125,-1.143277311,-58
174.75,-1.143277311,-158
174.76875,-1.143277311,-496
174.7875,-1.143277311,-919
174.80625,-1.143277311,-1378
174.825,-1.143277311,-1843
174.84375,-1.143277311,-2296
174.8625,-1.143277311,-2734
174.88125,-1.143277311,-3175
174.9,-1.143277311,-3542
174.6,-1.162184874,-1688
174.61875,-1.162184874,-975
174.6375,-1.162184874,-361
174.65625,-1.162184874,-43
174.675,-1.162184874,-12
174.69375,-1.162184874,-1
174.7125,-1.162184874,5
174.73125,-1.162184874,-28
174.75,-1.162184874,-54
174.76875,-1.162184874,-231
174.7875,-1.162184874,-536
174.80625,-1.162184874,-934
174.825,-1.162184874,-1388
174.84375,-1.162184874,-1870
174.8625,-1.162184874,-2379
174.88125,-1.162184874,-2895
174.9,-1.162184874,-3328
174.6,-1.181092437,-2341
174.61875,-1.181092437,-1479
174.6375,-1.181092437,-725
174.65625,-1.181092437,-227
174.675,-1.181092437,-8
174.69375,-1.181092437,-23
174.7125,-1.181092437,-3
174.73125,-1.181092437,5
174.75,-1.181092437,-1
174.76875,-1.181092437,-74
174.7875,-1.181092437,-250
174.80625,-1.181092437,-549
174.825,-1.181092437,-953
174.84375,-1.181092437,-1423
174.8625,-1.181092437,-1971
174.88125,-1.181092437,-2560
174.9,-1.181092437,-3083
174.6,-1.2,-2561
174.61875,-1.2,-1788
174.6375,-1.2,-1013
174.65625,-1.2,-439
174.675,-1.2,-117
174.69375,-1.2,-32
174.7125,-1.2,-22
174.73125,-1.2,1
174.75,-1.2,1
174.76875,-1.2,1
174.7875,-1.2,-73
174.80625,-1.2,-237
174.825,-1.2,-525
174.84375,-1.2,-980
174.8625,-1.2,-1558
174.88125,-1.2,-2210
174.9,-1.2,-2815
174.6,-1.218907563,-2728
174.61875,-1.218907563,-2024
174.6375,-1.218907563,-1263
174.65625,-1.218907563,-681
174.675,-1.218907563,-255
174.69375,-1.218907563,-98
174.7125,-1.218907563,-56
174.73125,-1.218907563,-8
174.75,-1.218907563,-5
174.76875,-1.218907563,4
174.7875,-1.218907563,1
174.80625,-1.218907563,-38
174.825,-1.218907563,-179
174.84375,-1.218907563,-610
174.8625,-1.218907563,-1172
174.88125,-1.218907563,-1875
174.9,-1.218907563,-2552
174.6,-1.237815126,-2919
174.61875,-1.237815126,-2328
174.6375,-1.237815126,-1674
174.65625,-1.237815126,-1015
174.675,-1.237815126,-489
174.69375,-1.237815126,-220
174.7125,-1.237815126,-104
174.73125,-1.237815126,-23
174.75,-1.237815126,-5
174.76875,-1.237815126,-4
174.7875,-1.237815126,-8
174.80625,-1.237815126,18
174.825,-1.237815126,-76
174.84375,-1.237815126,-396
174.8625,-1.237815126,-911
174.88125,-1.237815126,-1563
174.9,-1.237815126,-2240
174.6,-1.256722689,-3142
174.61875,-1.256722689,-2691
174.6375,-1.256722689,-2138
174.65625,-1.256722689,-1371
174.675,-1.256722689,-690
174.69375,-1.256722689,-360
174.7125,-1.256722689,-207
174.73125,-1.256722689,-48
174.75,-1.256722689,-8
174.76875,-1.256722689,-5
174.7875,-1.256722689,-6
174.80625,-1.256722689,17
174.825,-1.256722689,-36
174.84375,-1.256722689,-253
174.8625,-1.256722689,-668
174.88125,-1.256722689,-1241
174.9,-1.256722689,-1904
174.6,-1.275630252,-3475
174.61875,-1.275630252,-3047
174.6375,-1.275630252,-2471
174.65625,-1.275630252,-1689
174.675,-1.275630252,-956
174.69375,-1.275630252,-504
174.7125,-1.275630252,-256
174.73125,-1.275630252,-91
174.75,-1.275630252,-7
174.76875,-1.275630252,-5
174.7875,-1.275630252,-2
174.80625,-1.275630252,1
174.825,-1.275630252,-22
174.84375,-1.275630252,-124
174.8625,-1.275630252,-393
174.88125,-1.275630252,-879
174.9,-1.275630252,-1488
174.6,-1.294537815,-3723
174.61875,-1.294537815,-3310
174.6375,-1.294537815,-2780
174.65625,-1.294537815,-1951
174.675,-1.294537815,-1148
174.69375,-1.294537815,-642
174.7125,-1.294537815,-328
174.73125,-1.294537815,-135
174.75,-1.294537815,-51
174.76875,-1.294537815,-5
174.7875,-1.294537815,-6
174.80625,-1.294537815,0
174.825,-1.294537815,-24
174.84375,-1.294537815,-27
174.8625,-1.294537815,-129
174.88125,-1.294537815,-538
174.9,-1.294537815,-1072
174.6,-1.313445378,-3763
174.61875,-1.313445378,-3388
174.6375,-1.313445378,-2854
174.65625,-1.313445378,-2164
174.675,-1.313445378,-1435
174.69375,-1.313445378,-816
174.7125,-1.313445378,-376
174.73125,-1.313445378,-161
174.75,-1.313445378,-80
174.76875,-1.313445378,-29
174.7875,-1.313445378,-5
174.80625,-1.313445378,2
174.825,-1.313445378,-6
174.84375,-1.313445378,-13
174.8625,-1.313445378,-63
174.88125,-1.313445378,-297
174.9,-1.313445378,-696
174.6,-1.332352941,-3738
174.61875,-1.332352941,-3419
174.6375,-1.332352941,-2939
174.65625,-1.332352941,-2393
174.675,-1.332352941,-1739
174.69375,-1.332352941,-1038
174.7125,-1.332352941,-445
174.73125,-1.332352941,-207
174.75,-1.332352941,-126
174.76875,-1.332352941,-53
174.7875,-1.332352941,-24
174.80625,-1.332352941,-2
174.825,-1.332352941,-4
174.84375,-1.332352941,-49
174.8625,-1.332352941,-26
174.88125,-1.332352941,-128
174.9,-1.332352941,-371
